CNES - Equipes de Saúde - Brasil
Quantidade por Município
Tipo da Equipe: 01 ESF - EQUIPE DE SAUDE DA FAMILIA, 24 ESF1      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO I, 27 ESF2      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO II, 30 ESF3      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO III, 33 ESF4      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO IV, 70 ESF - EQUIPE DE SAUDE DA FAMILIA
Período:Jun/2010
"Município";"Quantidade"
"350635 BERTIOGA";-
"350640 BILAC";2
"350650 BIRIGUI";17
"350660 BIRITIBA-MIRIM";2
"350670 BOA ESPERANCA DO SUL";2
"350680 BOCAINA";2
"350690 BOFETE";-
"350700 BOITUVA";-
"350710 BOM JESUS DOS PERDOES";-
"350715 BOM SUCESSO DE ITARARE";-
"350720 BORA";-
"350730 BORACEIA";-
"350740 BORBOREMA";4
"350745 BOREBI";-
"350750 BOTUCATU";2
"350760 BRAGANCA PAULISTA";-
"350770 BRAUNA";1
"350775 BREJO ALEGRE";-
"350780 BRODOWSKI";1
"350790 BROTAS";1
"350800 BURI";-
"350810 BURITAMA";2
"350820 BURITIZAL";-
"350830 CABRALIA PAULISTA";1
"350840 CABREUVA";-
"350850 CACAPAVA";6
"350860 CACHOEIRA PAULISTA";-
"350870 CACONDE";-
"350880 CAFELANDIA";-
"350890 CAIABU";-
"350900 CAIEIRAS";-
"350910 CAIUA";-
"350920 CAJAMAR";4
"350925 CAJATI";3
"350930 CAJOBI";1
"350940 CAJURU";-
"350945 CAMPINA DO MONTE ALEGRE";-
"350950 CAMPINAS";83
"350960 CAMPO LIMPO PAULISTA";1
"350970 CAMPOS DO JORDAO";4
"350980 CAMPOS NOVOS PAULISTA";-
"350990 CANANEIA";1
"350995 CANAS";-
"351000 CANDIDO MOTA";-
"351010 CANDIDO RODRIGUES";-
"351015 CANITAR";-
"351020 CAPAO BONITO";5
"351030 CAPELA DO ALTO";-
"351040 CAPIVARI";1
"351050 CARAGUATATUBA";19
"351060 CARAPICUIBA";-
"351070 CARDOSO";-
"351080 CASA BRANCA";-
"351090 CASSIA DOS COQUEIROS";-
"351100 CASTILHO";1
"351110 CATANDUVA";-
"351120 CATIGUA";-
"351130 CEDRAL";-
"351140 CERQUEIRA CESAR";4
"351150 CERQUILHO";8
"351160 CESARIO LANGE";-
"351170 CHARQUEADA";-
"351190 CLEMENTINA";1
"351200 COLINA";-
"351210 COLOMBIA";-
"351220 CONCHAL";4
"351230 CONCHAS";6
"351240 CORDEIROPOLIS";4
"351250 COROADOS";1
"351260 CORONEL MACEDO";-
"351270 CORUMBATAI";-
"351280 COSMOPOLIS";5
"351290 COSMORAMA";1
"351300 COTIA";5
"351310 CRAVINHOS";1
"351320 CRISTAIS PAULISTA";1
"351330 CRUZALIA";-
"351340 CRUZEIRO";-
"351350 CUBATAO";6
"351360 CUNHA";2
"351370 DESCALVADO";1
"351380 DIADEMA";20
"351385 DIRCE REIS";-
"351390 DIVINOLANDIA";1
"351400 DOBRADA";-
"351410 DOIS CORREGOS";-
"351420 DOLCINOPOLIS";-
"351430 DOURADO";2
"351440 DRACENA";-
"351450 DUARTINA";-
"351460 DUMONT";-
"351470 ECHAPORA";1
"351480 ELDORADO";-
"351490 ELIAS FAUSTO";-
"351492 ELISIARIO";-
"351495 EMBAUBA";-
"351500 EMBU DAS ARTES";1
"351510 EMBU-GUACU";1
"351512 EMILIANOPOLIS";-
"351515 ENGENHEIRO COELHO";-
"351518 ESPIRITO SANTO DO PINHAL";4
"351519 ESPIRITO SANTO DO TURVO";1
"351520 ESTRELA D'OESTE";-
"351530 ESTRELA DO NORTE";-
"351535 EUCLIDES DA CUNHA PAULISTA";-
"351540 FARTURA";1
"351550 FERNANDOPOLIS";-
"351560 FERNANDO PRESTES";-
"351565 FERNAO";-
"351570 FERRAZ DE VASCONCELOS";5
"351580 FLORA RICA";-
"351590 FLOREAL";-
"351600 FLORIDA PAULISTA";-
"351610 FLORINIA";-
"351620 FRANCA";5
"351630 FRANCISCO MORATO";9
"351640 FRANCO DA ROCHA";3
"351650 GABRIEL MONTEIRO";-
"351660 GALIA";-
"351670 GARCA";-
"351680 GASTAO VIDIGAL";-
"351685 GAVIAO PEIXOTO";-
"351690 GENERAL SALGADO";-
"351700 GETULINA";-
"351710 GLICERIO";1
"351720 GUAICARA";-
"351730 GUAIMBE";-
"351740 GUAIRA";-
"351750 GUAPIACU";1
"351760 GUAPIARA";2
"351770 GUARA";-
"351780 GUARACAI";-
"351790 GUARACI";-
"351800 GUARANI D'OESTE";-
"351810 GUARANTA";2
"351820 GUARARAPES";-
"351830 GUARAREMA";-
"351840 GUARATINGUETA";-
"351850 GUAREI";-
"351860 GUARIBA";-
"351870 GUARUJA";6
"351880 GUARULHOS";14
"351885 GUATAPARA";-
"351890 GUZOLANDIA";-
"351900 HERCULANDIA";-
"351905 HOLAMBRA";-
"351907 HORTOLANDIA";9
"351910 IACANGA";1
"351920 IACRI";1
"351925 IARAS";1
"351930 IBATE";6
"351940 IBIRA";-
"351950 IBIRAREMA";1
"351960 IBITINGA";2
"351970 IBIUNA";3
"351980 ICEM";-
"351990 IEPE";-
"352000 IGARACU DO TIETE";-
"352010 IGARAPAVA";-
"352020 IGARATA";-
"352030 IGUAPE";4
"352040 ILHABELA";1
"352042 ILHA COMPRIDA";-
"352044 ILHA SOLTEIRA";5
"352050 INDAIATUBA";2
"352060 INDIANA";2
"352070 INDIAPORA";1
"352080 INUBIA PAULISTA";-
"352090 IPAUSSU";1
"352100 IPERO";1
"352110 IPEUNA";1
"352115 IPIGUA";-
"352120 IPORANGA";-
"352130 IPUA";3
"352140 IRACEMAPOLIS";1
"352150 IRAPUA";-
"352160 IRAPURU";1
"352170 ITABERA";5
"352180 ITAI";-
"352190 ITAJOBI";-
"352200 ITAJU";-
"352210 ITANHAEM";11
"352215 ITAOCA";-
"352220 ITAPECERICA DA SERRA";-
"352230 ITAPETININGA";1
"352240 ITAPEVA";4
"352250 ITAPEVI";-
"352260 ITAPIRA";8
"352265 ITAPIRAPUA PAULISTA";1
"352270 ITAPOLIS";1
"352280 ITAPORANGA";2
"352290 ITAPUI";-
"352300 ITAPURA";1
"352310 ITAQUAQUECETUBA";-
"352320 ITARARE";8
"352330 ITARIRI";2
"352340 ITATIBA";5
"352350 ITATINGA";-
"352360 ITIRAPINA";2
"352370 ITIRAPUA";2
"352380 ITOBI";-
"352390 ITU";-
"352400 ITUPEVA";3
"352410 ITUVERAVA";1
"352420 JABORANDI";2
"352430 JABOTICABAL";-
"352440 JACAREI";1
"352450 JACI";1
"352460 JACUPIRANGA";3
"352470 JAGUARIUNA";-
"352480 JALES";1
"352490 JAMBEIRO";2
"352500 JANDIRA";-
"352510 JARDINOPOLIS";5
"352520 JARINU";-
"352530 JAU";12
"352540 JERIQUARA";1
"352550 JOANOPOLIS";-
"352560 JOAO RAMALHO";2
"352570 JOSE BONIFACIO";-
"352580 JULIO MESQUITA";2
"352585 JUMIRIM";-
"352590 JUNDIAI";2
"352600 JUNQUEIROPOLIS";2
"352610 JUQUIA";1
"352620 JUQUITIBA";8
"352630 LAGOINHA";1
"352640 LARANJAL PAULISTA";-
"352650 LAVINIA";1
"352660 LAVRINHAS";2
"352670 LEME";1
"352680 LENCOIS PAULISTA";7
"352690 LIMEIRA";4
"352700 LINDOIA";1
"352710 LINS";1
"352720 LORENA";-
"352725 LOURDES";-
"352730 LOUVEIRA";-
"352740 LUCELIA";-
"352750 LUCIANOPOLIS";-
"352760 LUIS ANTONIO";2
"352770 LUIZIANIA";-
"352780 LUPERCIO";-
"352790 LUTECIA";1
"352800 MACATUBA";2
"352810 MACAUBAL";-
"352820 MACEDONIA";1
"352830 MAGDA";-
"352840 MAIRINQUE";6
"352850 MAIRIPORA";4
"352860 MANDURI";-
"352870 MARABA PAULISTA";-
"352880 MARACAI";-
"352885 MARAPOAMA";-
"352890 MARIAPOLIS";-
"352900 MARILIA";-
"352910 MARINOPOLIS";-
"352920 MARTINOPOLIS";-
"352930 MATAO";4
"352940 MAUA";1
"352950 MENDONCA";-
"352960 MERIDIANO";-
"352965 MESOPOLIS";-
"352970 MIGUELOPOLIS";1
"352980 MINEIROS DO TIETE";-
"352990 MIRACATU";2
"353000 MIRA ESTRELA";-
"353010 MIRANDOPOLIS";1
"353020 MIRANTE DO PARANAPANEMA";1
"353030 MIRASSOL";1
"353040 MIRASSOLANDIA";-
"353050 MOCOCA";1
"353060 MOGI DAS CRUZES";7
"353070 MOGI GUACU";2
"353080 MOGI MIRIM";2
"353090 MOMBUCA";-
"353100 MONCOES";-
"353110 MONGAGUA";6
"353120 MONTE ALEGRE DO SUL";3
"353130 MONTE ALTO";-
"353140 MONTE APRAZIVEL";3
"353150 MONTE AZUL PAULISTA";-
"353160 MONTE CASTELO";1
"353170 MONTEIRO LOBATO";1
"353180 MONTE MOR";4
"353190 MORRO AGUDO";3
"353200 MORUNGABA";-
"353205 MOTUCA";1
"353210 MURUTINGA DO SUL";-
"353215 NANTES";-
"353220 NARANDIBA";-
"353230 NATIVIDADE DA SERRA";1
"353240 NAZARE PAULISTA";-
"353250 NEVES PAULISTA";2
"353260 NHANDEARA";1
"353270 NIPOA";1
"353280 NOVA ALIANCA";-
"353282 NOVA CAMPINA";1
"353284 NOVA CANAA PAULISTA";-
"353286 NOVA CASTILHO";-
"353290 NOVA EUROPA";-
"353300 NOVA GRANADA";-
"353310 NOVA GUATAPORANGA";-
"353320 NOVA INDEPENDENCIA";-
"353325 NOVAIS";-
"353330 NOVA LUZITANIA";-
"353340 NOVA ODESSA";-
"353350 NOVO HORIZONTE";-
"353360 NUPORANGA";2
"353370 OCAUCU";-
"353380 OLEO";-
"353390 OLIMPIA";-
"353400 ONDA VERDE";1
"353410 ORIENTE";-
"353420 ORINDIUVA";-
"353430 ORLANDIA";2
"353440 OSASCO";-
"353450 OSCAR BRESSANE";-
"353460 OSVALDO CRUZ";-
"353470 OURINHOS";3
"353475 OUROESTE";-
"353480 OURO VERDE";1
"353490 PACAEMBU";1
"353500 PALESTINA";2
"353510 PALMARES PAULISTA";-
"353520 PALMEIRA D'OESTE";2
"353530 PALMITAL";2
"353540 PANORAMA";-
"353550 PARAGUACU PAULISTA";1
"353560 PARAIBUNA";2
"353570 PARAISO";-
"353580 PARANAPANEMA";2
"353590 PARANAPUA";-
"353600 PARAPUA";-
"353610 PARDINHO";-
"353620 PARIQUERA-ACU";6
"353625 PARISI";-
"353630 PATROCINIO PAULISTA";3
"353640 PAULICEIA";-
"353650 PAULINIA";-
"353657 PAULISTANIA";-
"353660 PAULO DE FARIA";-
"353670 PEDERNEIRAS";-
"353680 PEDRA BELA";-
"353690 PEDRANOPOLIS";1
"353700 PEDREGULHO";1
"353710 PEDREIRA";1
"353715 PEDRINHAS PAULISTA";1
"353720 PEDRO DE TOLEDO";3
"353730 PENAPOLIS";10
"353740 PEREIRA BARRETO";8
"353750 PEREIRAS";2
"353760 PERUIBE";5
"353770 PIACATU";-
"353780 PIEDADE";1
"353790 PILAR DO SUL";-
"353800 PINDAMONHANGABA";2
"353810 PINDORAMA";-
"353820 PINHALZINHO";-
"353830 PIQUEROBI";-
"353850 PIQUETE";-
"353860 PIRACAIA";-
"353870 PIRACICABA";18
"353880 PIRAJU";-
"353890 PIRAJUI";-
"353900 PIRANGI";-
"353910 PIRAPORA DO BOM JESUS";1
"353920 PIRAPOZINHO";6
"353930 PIRASSUNUNGA";15
"353940 PIRATININGA";1
"353950 PITANGUEIRAS";-
"353960 PLANALTO";-
"353970 PLATINA";1
"353980 POA";5
"353990 POLONI";-
"354000 POMPEIA";-
"354010 PONGAI";-
"354020 PONTAL";5
"354025 PONTALINDA";-
"354030 PONTES GESTAL";-
"354040 POPULINA";1
"354050 PORANGABA";-
"354060 PORTO FELIZ";2
"354070 PORTO FERREIRA";-
"354075 POTIM";3
"354080 POTIRENDABA";2
"354085 PRACINHA";-
"354090 PRADOPOLIS";1
"354100 PRAIA GRANDE";36
"354105 PRATANIA";-
"354110 PRESIDENTE ALVES";-
"354120 PRESIDENTE BERNARDES";2
"354130 PRESIDENTE EPITACIO";9
"354140 PRESIDENTE PRUDENTE";4
"354150 PRESIDENTE VENCESLAU";3
"354160 PROMISSAO";-
"354165 QUADRA";1
"354170 QUATA";3
"354180 QUEIROZ";-
"354190 QUELUZ";-
"354200 QUINTANA";-
"354210 RAFARD";-
"354220 RANCHARIA";3
"354230 REDENCAO DA SERRA";-
"354240 REGENTE FEIJO";5
"354250 REGINOPOLIS";-
"354260 REGISTRO";7
"354270 RESTINGA";-
"354280 RIBEIRA";-
"354290 RIBEIRAO BONITO";1
"354300 RIBEIRAO BRANCO";1
"354310 RIBEIRAO CORRENTE";-
"354320 RIBEIRAO DO SUL";-
"354323 RIBEIRAO DOS INDIOS";-
"354325 RIBEIRAO GRANDE";-
"354330 RIBEIRAO PIRES";-
"354340 RIBEIRAO PRETO";11
"354350 RIVERSUL";-
"354360 RIFAINA";-
"354370 RINCAO";-
"354380 RINOPOLIS";-
"354390 RIO CLARO";1
"354400 RIO DAS PEDRAS";-
"354410 RIO GRANDE DA SERRA";2
"354420 RIOLANDIA";-
"354425 ROSANA";1
"354430 ROSEIRA";-
"354440 RUBIACEA";-
"354450 RUBINEIA";-
"354460 SABINO";-
"354470 SAGRES";-
"354480 SALES";-
"354490 SALES OLIVEIRA";1
"354500 SALESOPOLIS";-
"354510 SALMOURAO";-
"354515 SALTINHO";-
"354520 SALTO";-
"354530 SALTO DE PIRAPORA";10
"354540 SALTO GRANDE";-
"354550 SANDOVALINA";1
"354560 SANTA ADELIA";-
"354570 SANTA ALBERTINA";-
"354580 SANTA BARBARA D'OESTE";-
"354600 SANTA BRANCA";2
"354610 SANTA CLARA D'OESTE";1
"354620 SANTA CRUZ DA CONCEICAO";-
"354625 SANTA CRUZ DA ESPERANCA";-
"354630 SANTA CRUZ DAS PALMEIRAS";-
"354640 SANTA CRUZ DO RIO PARDO";-
"354650 SANTA ERNESTINA";-
"354660 SANTA FE DO SUL";4
"354670 SANTA GERTRUDES";2
"354680 SANTA ISABEL";-
"354690 SANTA LUCIA";-
"354700 SANTA MARIA DA SERRA";-
"354710 SANTA MERCEDES";-
"354720 SANTANA DA PONTE PENSA";-
"354730 SANTANA DE PARNAIBA";-
"354740 SANTA RITA D'OESTE";-
"354750 SANTA RITA DO PASSA QUATRO";-
"354760 SANTA ROSA DE VITERBO";-
"354765 SANTA SALETE";-
"354770 SANTO ANASTACIO";2
"354780 SANTO ANDRE";24
"354790 SANTO ANTONIO DA ALEGRIA";1
"354800 SANTO ANTONIO DE POSSE";2
"354805 SANTO ANTONIO DO ARACANGUA";2
"354810 SANTO ANTONIO DO JARDIM";-
"354820 SANTO ANTONIO DO PINHAL";1
"354830 SANTO EXPEDITO";-
"354840 SANTOPOLIS DO AGUAPEI";-
"354850 SANTOS";13
"354860 SAO BENTO DO SAPUCAI";-
"354870 SAO BERNARDO DO CAMPO";43
"354880 SAO CAETANO DO SUL";12
"354890 SAO CARLOS";2
"354900 SAO FRANCISCO";-
"354910 SAO JOAO DA BOA VISTA";4
"354920 SAO JOAO DAS DUAS PONTES";-
"354925 SAO JOAO DE IRACEMA";-
"354930 SAO JOAO DO PAU D'ALHO";-
"354940 SAO JOAQUIM DA BARRA";2
"354950 SAO JOSE DA BELA VISTA";-
"354960 SAO JOSE DO BARREIRO";1
"354970 SAO JOSE DO RIO PARDO";2
"354980 SAO JOSE DO RIO PRETO";2
"354990 SAO JOSE DOS CAMPOS";-
"354995 SAO LOURENCO DA SERRA";3
"355000 SAO LUIS DO PARAITINGA";-
"355010 SAO MANUEL";4
"355020 SAO MIGUEL ARCANJO";-
"355030 SAO PAULO";805
"355040 SAO PEDRO";1
"355050 SAO PEDRO DO TURVO";-
"355060 SAO ROQUE";1
"355070 SAO SEBASTIAO";10
"355080 SAO SEBASTIAO DA GRAMA";-
"355090 SAO SIMAO";-
"355100 SAO VICENTE";9
"355110 SARAPUI";-
"355120 SARUTAIA";-
"355130 SEBASTIANOPOLIS DO SUL";-
"355140 SERRA AZUL";2
"355150 SERRANA";1
"355160 SERRA NEGRA";1
"355170 SERTAOZINHO";-
"355180 SETE BARRAS";3
"355190 SEVERINIA";-
"355200 SILVEIRAS";-
"355210 SOCORRO";4
"355220 SOROCABA";10
"355230 SUD MENNUCCI";-
"355240 SUMARE";2
"355250 SUZANO";6
"355255 SUZANAPOLIS";-
"355260 TABAPUA";-
"355270 TABATINGA";-
"355280 TABOAO DA SERRA";8
"355290 TACIBA";-
"355300 TAGUAI";-
"355310 TAIACU";-
"355320 TAIUVA";-
"355330 TAMBAU";1
"355340 TANABI";3
"355350 TAPIRAI";1
"355360 TAPIRATIBA";-
"355365 TAQUARAL";1
"355370 TAQUARITINGA";-
"355380 TAQUARITUBA";-
"355385 TAQUARIVAI";1
"355390 TARABAI";-
"355395 TARUMA";4
"355400 TATUI";-
"355410 TAUBATE";5
"355420 TEJUPA";-
"355430 TEODORO SAMPAIO";-
"355440 TERRA ROXA";-
"355450 TIETE";3
"355460 TIMBURI";-
"355465 TORRE DE PEDRA";-
"355470 TORRINHA";-
"355475 TRABIJU";-
"355480 TREMEMBE";1
"355490 TRES FRONTEIRAS";1
"355495 TUIUTI";-
"355500 TUPA";-
"355510 TUPI PAULISTA";-
"355520 TURIUBA";-
"355530 TURMALINA";-
"355535 UBARANA";-
"355540 UBATUBA";19
"355550 UBIRAJARA";-
"355560 UCHOA";-
"355570 UNIAO PAULISTA";-
"355580 URANIA";2
"355590 URU";-
"355600 URUPES";1
"355610 VALENTIM GENTIL";1
"355620 VALINHOS";-
"355630 VALPARAISO";-
"355635 VARGEM";-
"355640 VARGEM GRANDE DO SUL";1
"355645 VARGEM GRANDE PAULISTA";1
"355650 VARZEA PAULISTA";-
"355660 VERA CRUZ";-
"355670 VINHEDO";-
"355680 VIRADOURO";2
"355690 VISTA ALEGRE DO ALTO";1
"355695 VITORIA BRASIL";-
"355700 VOTORANTIM";3
"355710 VOTUPORANGA";1
"355715 ZACARIAS";-
"355720 CHAVANTES";-
"355730 ESTIVA GERBI";2
" MUNICIPIO IGNORADO - PR";-
"410010 ABATIA";1
"410020 ADRIANOPOLIS";-
"410030 AGUDOS DO SUL";-
"410040 ALMIRANTE TAMANDARE";3
"410045 ALTAMIRA DO PARANA";1
"410050 ALTONIA";-
"410060 ALTO PARANA";1
"410070 ALTO PIQUIRI";-
"410080 ALVORADA DO SUL";-
"410090 AMAPORA";-
"410100 AMPERE";-
"410105 ANAHY";-
"410110 ANDIRA";1
"410115 ANGULO";-
"410120 ANTONINA";-
"410130 ANTONIO OLINTO";-
"410140 APUCARANA";14
"410150 ARAPONGAS";11
"410160 ARAPOTI";-
"410165 ARAPUA";-
"410170 ARARUNA";1
"410180 ARAUCARIA";-
"410185 ARIRANHA DO IVAI";-
"410190 ASSAI";2
"410200 ASSIS CHATEAUBRIAND";1
"410210 ASTORGA";5
"410220 ATALAIA";1
"410230 BALSA NOVA";1
"410240 BANDEIRANTES";1
"410250 BARBOSA FERRAZ";1
"410260 BARRACAO";-
"410270 BARRA DO JACARE";-
"410275 BELA VISTA DA CAROBA";-
"410280 BELA VISTA DO PARAISO";-
"410290 BITURUNA";1
"410300 BOA ESPERANCA";1
"410302 BOA ESPERANCA DO IGUACU";-
"410304 BOA VENTURA DE SAO ROQUE";2
"410305 BOA VISTA DA APARECIDA";-
"410310 BOCAIUVA DO SUL";-
"410315 BOM JESUS DO SUL";-
"410320 BOM SUCESSO";1
"410322 BOM SUCESSO DO SUL";-
"410330 BORRAZOPOLIS";-
"410335 BRAGANEY";-
"410337 BRASILANDIA DO SUL";-
"410340 CAFEARA";-
"410345 CAFELANDIA";3
"410347 CAFEZAL DO SUL";-
"410350 CALIFORNIA";-
"410360 CAMBARA";3
"410370 CAMBE";5
"410380 CAMBIRA";-
"410390 CAMPINA DA LAGOA";2
"410395 CAMPINA DO SIMAO";-
"410400 CAMPINA GRANDE DO SUL";-
"410405 CAMPO BONITO";-
"410410 CAMPO DO TENENTE";-
"410420 CAMPO LARGO";4
"410425 CAMPO MAGRO";3
"410430 CAMPO MOURAO";6
"410440 CANDIDO DE ABREU";-
"410442 CANDOI";-
"410445 CANTAGALO";-
"410450 CAPANEMA";1
"410460 CAPITAO LEONIDAS MARQUES";1
"410465 CARAMBEI";-
"410470 CARLOPOLIS";2
"410480 CASCAVEL";2
"410490 CASTRO";-
"410500 CATANDUVAS";1
"410510 CENTENARIO DO SUL";1
"410520 CERRO AZUL";3
"410530 CEU AZUL";1
"410540 CHOPINZINHO";-
"410550 CIANORTE";4
"410560 CIDADE GAUCHA";-
"410570 CLEVELANDIA";1
"410580 COLOMBO";15
"410590 COLORADO";-
"410600 CONGONHINHAS";-
"410610 CONSELHEIRO MAIRINCK";-
"410620 CONTENDA";2
"410630 CORBELIA";-
"410640 CORNELIO PROCOPIO";5
"410645 CORONEL DOMINGOS SOARES";1
"410650 CORONEL VIVIDA";3
"410655 CORUMBATAI DO SUL";1
"410657 CRUZEIRO DO IGUACU";-
"410660 CRUZEIRO DO OESTE";-
"410670 CRUZEIRO DO SUL";-
"410680 CRUZ MACHADO";-
"410685 CRUZMALTINA";-
"410690 CURITIBA";22
"410700 CURIUVA";5
"410710 DIAMANTE DO NORTE";-
"410712 DIAMANTE DO SUL";-
"410715 DIAMANTE D'OESTE";-
"410720 DOIS VIZINHOS";4
"410725 DOURADINA";1
"410730 DOUTOR CAMARGO";1
"410740 ENEAS MARQUES";-
"410750 ENGENHEIRO BELTRAO";1
"410752 ESPERANCA NOVA";-
"410753 ENTRE RIOS DO OESTE";-
"410754 ESPIGAO ALTO DO IGUACU";-
"410755 FAROL";-
"410760 FAXINAL";-
"410765 FAZENDA RIO GRANDE";14
"410770 FENIX";1
"410773 FERNANDES PINHEIRO";-
"410775 FIGUEIRA";-
"410780 FLORAI";1
"410785 FLOR DA SERRA DO SUL";-
"410790 FLORESTA";1
"410800 FLORESTOPOLIS";2
"410810 FLORIDA";1
"410820 FORMOSA DO OESTE";-
"410830 FOZ DO IGUACU";5
"410832 FRANCISCO ALVES";1
"410840 FRANCISCO BELTRAO";-
"410845 FOZ DO JORDAO";1
"410850 GENERAL CARNEIRO";1
"410855 GODOY MOREIRA";-
"410860 GOIOERE";2
"410865 GOIOXIM";-
"410870 GRANDES RIOS";-
"410880 GUAIRA";1
"410890 GUAIRACA";1
"410895 GUAMIRANGA";1
"410900 GUAPIRAMA";-
"410910 GUAPOREMA";-
"410920 GUARACI";-
"410930 GUARANIACU";2
"410940 GUARAPUAVA";1
"410950 GUARAQUECABA";-
"410960 GUARATUBA";4
"410965 HONORIO SERPA";2
"410970 IBAITI";2
"410975 IBEMA";1
"410980 IBIPORA";1
"410990 ICARAIMA";2
"411000 IGUARACU";-
"411005 IGUATU";-
"411007 IMBAU";-
"411010 IMBITUVA";2
"411020 INACIO MARTINS";1
"411030 INAJA";-
"411040 INDIANOPOLIS";-
"411050 IPIRANGA";-
"411060 IPORA";3
"411065 IRACEMA DO OESTE";-
"411070 IRATI";2
"411080 IRETAMA";-
"411090 ITAGUAJE";-
"411095 ITAIPULANDIA";-
"411100 ITAMBARACA";1
"411110 ITAMBE";1
"411120 ITAPEJARA D'OESTE";1
"411125 ITAPERUCU";2
"411130 ITAUNA DO SUL";-
"411140 IVAI";2
"411150 IVAIPORA";5
"411155 IVATE";-
"411160 IVATUBA";-
"411170 JABOTI";-
"411180 JACAREZINHO";3
"411190 JAGUAPITA";2
"411200 JAGUARIAIVA";-
"411210 JANDAIA DO SUL";-
"411220 JANIOPOLIS";-
"411230 JAPIRA";-
"411240 JAPURA";1
"411250 JARDIM ALEGRE";-
"411260 JARDIM OLINDA";-
"411270 JATAIZINHO";1
"411275 JESUITAS";-
"411280 JOAQUIM TAVORA";1
"411290 JUNDIAI DO SUL";-
"411295 JURANDA";-
"411300 JUSSARA";-
"411310 KALORE";-
"411320 LAPA";3
"411325 LARANJAL";-
"411330 LARANJEIRAS DO SUL";1
"411340 LEOPOLIS";-
"411342 LIDIANOPOLIS";-
"411345 LINDOESTE";-
"411350 LOANDA";-
"411360 LOBATO";-
"411370 LONDRINA";75
"411373 LUIZIANA";-
"411375 LUNARDELLI";-
"411380 LUPIONOPOLIS";1
"411390 MALLET";2
"411400 MAMBORE";1
"411410 MANDAGUACU";1
"411420 MANDAGUARI";3
"411430 MANDIRITUBA";1
"411435 MANFRINOPOLIS";-
"411440 MANGUEIRINHA";3
"411450 MANOEL RIBAS";-
"411460 MARECHAL CANDIDO RONDON";-
"411470 MARIA HELENA";1
"411480 MARIALVA";4
"411490 MARILANDIA DO SUL";3
"411500 MARILENA";-
"411510 MARILUZ";1
"411520 MARINGA";40
"411530 MARIOPOLIS";-
"411535 MARIPA";1
"411540 MARMELEIRO";1
"411545 MARQUINHO";-
"411550 MARUMBI";-
"411560 MATELANDIA";-
"411570 MATINHOS";5
"411573 MATO RICO";-
"411575 MAUA DA SERRA";1
"411580 MEDIANEIRA";1
"411585 MERCEDES";-
"411590 MIRADOR";-
"411600 MIRASELVA";-
"411605 MISSAL";1
"411610 MOREIRA SALES";1
"411620 MORRETES";-
"411630 MUNHOZ DE MELO";-
"411640 NOSSA SENHORA DAS GRACAS";-
"411650 NOVA ALIANCA DO IVAI";-
"411660 NOVA AMERICA DA COLINA";-
"411670 NOVA AURORA";2
"411680 NOVA CANTU";1
"411690 NOVA ESPERANCA";6
"411695 NOVA ESPERANCA DO SUDOESTE";-
"411700 NOVA FATIMA";-
"411705 NOVA LARANJEIRAS";-
"411710 NOVA LONDRINA";-
"411720 NOVA OLIMPIA";-
"411721 NOVA SANTA BARBARA";-
"411722 NOVA SANTA ROSA";1
"411725 NOVA PRATA DO IGUACU";-
"411727 NOVA TEBAS";-
"411729 NOVO ITACOLOMI";-
"411730 ORTIGUEIRA";1
"411740 OURIZONA";1
"411745 OURO VERDE DO OESTE";-
"411750 PAICANDU";2
"411760 PALMAS";5
"411770 PALMEIRA";2
"411780 PALMITAL";1
"411790 PALOTINA";2
"411800 PARAISO DO NORTE";-
"411810 PARANACITY";-
"411820 PARANAGUA";15
"411830 PARANAPOEMA";-
"411840 PARANAVAI";12
"411845 PATO BRAGADO";1
"411850 PATO BRANCO";3
"411860 PAULA FREITAS";1
"411870 PAULO FRONTIN";1
"411880 PEABIRU";2
"411885 PEROBAL";2
"411890 PEROLA";1
"411900 PEROLA D'OESTE";-
"411910 PIEN";3
"411915 PINHAIS";9
"411920 PINHALAO";-
"411925 PINHAL DE SAO BENTO";-
"411930 PINHAO";2
"411940 PIRAI DO SUL";-
"411950 PIRAQUARA";2
"411960 PITANGA";-
"411965 PITANGUEIRAS";-
"411970 PLANALTINA DO PARANA";1
"411980 PLANALTO";1
"411990 PONTA GROSSA";24
"411995 PONTAL DO PARANA";2
"412000 PORECATU";1
"412010 PORTO AMAZONAS";-
"412015 PORTO BARREIRO";1
"412020 PORTO RICO";-
"412030 PORTO VITORIA";2
"412033 PRADO FERREIRA";-
"412035 PRANCHITA";-
"412040 PRESIDENTE CASTELO BRANCO";1
"412050 PRIMEIRO DE MAIO";-
"412060 PRUDENTOPOLIS";1
"412065 QUARTO CENTENARIO";1
"412070 QUATIGUA";2
"412080 QUATRO BARRAS";1
"412085 QUATRO PONTES";1
"412090 QUEDAS DO IGUACU";2
"412100 QUERENCIA DO NORTE";-
"412110 QUINTA DO SOL";1
"412120 QUITANDINHA";-
"412125 RAMILANDIA";1
"412130 RANCHO ALEGRE";-
"412135 RANCHO ALEGRE D'OESTE";-
"412140 REALEZA";-
"412150 REBOUCAS";-
